id,label
1232909987849965569,2
1226788278994522112,2
1227244469642317824,2
1232930884346621953,1
925359309923512320,2
1232982466538983424,1
1220276546495270920,1
1232957429156990977,2
1222819256842125312,2
1222081705399476224,2
1224950705816993793,1
1233318347762274304,1
931111527414943744,1
1234037801462583296,1
1234010153273503744,2
1233058280735465472,2
1228606632927453184,2
1084764280510169088,2
1234011471664816132,1
1222973775722926080,1
1232285564491182081,1
1230206811191402496,1
1233326400918212608,2
1231267665504694272,2
1222610123991871488,1
1146394763190513664,1
1232178421322723329,2
1232646509692321792,2
1227565805094789120,2
996697651281367040,2
1233058706662793216,1
1225428832162725889,1
1230576366451445760,2
676777756370280448,1
1087298138946314241,2
1227879870232961025,2
1232580437010194432,2
1229879533475680258,2
1227663674208161792,2
689102649489227777,1
1232603523990290432,2
1233676672387276801,2
1233042875304247303,1
1226932819223511040,1
1222549218620928000,2
1232619416271179776,2
1232317546805653504,2
1115309470802796546,2
1118786201375387648,2
1233415573502976000,2
1233012166099263488,2
1223461608615112704,2
1118782867977506816,1
1228392469387067393,2
941585223380340738,2
1230518744075636737,1
669120825753235456,1
1225637578155577345,2
1234021817326751744,1
1229095482036588546,2
672425807923519489,1
1232956048333508608,1
1225327781942218752,1
1232402913118474242,2
1228288907990720513,1
1233426654241972224,2
1230524648351076352,2
1225371646464315393,1
1223860357472505863,1
1227627595816194049,1
1087266068475924480,2
1229709038025420800,1
1231961997627006976,2
927810158251708416,1
1223230840831795200,2
1232622614213824513,2
1224766915295563781,1
1232344855520645123,2
1230005349433978881,1
1118109350319542272,2
1201119766796275712,1
1232280339919273984,1
669170251213443072,1
1229365514436104195,2
1229661840772358144,1
1232942331185090561,2
905768531316367362,1
1234175274314555393,2
916178155433545728,2
1222232885094047744,2
1233012845958352898,1
1232207365098921984,1
1220742133486968835,1
1229811583154556929,2
686586981871124480,1
1227254053874360320,1
1228955937546874880,1
1220699475058012160,1
1225292423137382405,1
926462663433031681,2
1233737325626023942,2
1219236959803101186,1
1230923503060373504,2
1232998830217551872,2
1232274055312662528,2
1228546490647269376,2
1231111640839421953,2
1233765953369989120,2
1202226919787368448,1
1087267540664049665,2
1229773834661847044,2
1233298300893265921,1
1230033177667915776,1
1232619059033800704,2
893037646150332416,1
1234174071040024577,2
1233618538843082752,2
1203320788486623239,1
1233409953731371008,1
1228430769946845184,1
1231938091146936321,2
1222794217971314690,1
1229805291191046144,2
907232293030424577,2
1232360374176927745,2
1222126441631903747,2
892688163407265792,2
1232713201625726977,2
1234014266765848576,2
1230840237871353857,1
1186229148857044992,2
936250174799826945,2
1225494445455486977,1
1233372553290190849,2
1234053272580894720,2
1229371173852442630,1
1229410429794865152,1
1233453487473774592,2
1230845767662723073,1
1232336962385858560,1
912641287949623299,2
1232598692554776576,1
1232930882526359552,2
1218123012681216006,1
1229359851513487360,1
1223309754048622592,1
1233708630710423552,1
1231212178813800454,2
1234028825060761602,2
1227594225472221187,1
1233327243302182912,2
1233020223911026697,1
1189115383648788481,2
1232611542731915265,1
1232308030726922241,1
1233090179922923520,1
1225695832357257216,1
1224760920104026112,2
1232778124032532480,1
1232584596207747072,2
1229032517723971584,1
1203311553732317184,1
1230381708014321670,2
1223630974774214656,2
1233792939102371846,1
959476521479090176,2
1232713445235032065,2
1233989351735873536,2
1231147881316409344,2
928636582592155648,1
1234075395928006657,2
1232394722813136901,1
1229006271287828480,2
1118199961840123906,2
691598784053252096,1
1229671907978510336,1
1233994900686794752,2
1119643246538502144,2
1233757999136755712,2
679683422772682753,2
1233313099823878145,2
1233259713527197696,2
1190310008292032514,1
1232379375108030464,2
1225139151630163968,1
1233643953343356929,2
1234058721908666368,1
1230515086722101248,2
1230460412644253699,2
1227146640194064384,2
1231188272740614145,2
1233013595656593409,2
1233276909921824768,2
1229670394317045760,2
1228632554040807425,2
1228709321090969600,1
901060428494766080,2
1230399201382748161,1
1227200746271080449,2
894527313093767168,1
1222942686228799488,2
928278670074097664,2
1232316830078783488,2
1234113924812795910,2
1181145915010273280,1
1118540845421137920,2
1229318328092647425,2
1010784927535783936,2
1233861134861492224,2
1224312217413095424,1
1229412702541537280,1
1232660352074207232,2
1233076764966035457,2
1232740875257643008,1
1230150807930068993,2
1233471448175476743,2
1232601733949460481,1
1115672992132898816,2
668753736018325504,2
1230527553141645313,2
1233446588049129481,1
1234085984523952128,2
1222808928838270977,1
1223215479113822210,2
678851654381395968,1
934337645836210176,2
932956017318678528,2
1232580664924479488,2
1233057987117318150,1
1087270419768463361,2
1232257698164506625,1
1233750921097728006,2
1219562667523944448,2
1231969975449145344,1
1139481615829209088,2
1227543153252667392,1
1208094152522682369,1
1225435991697022976,2
1231547734617939968,2
1220764545347727360,1
1229688265613225984,2
1233698601337053184,2
1233459373982277635,1
1230102246194601984,2
1234112411445141505,1
1232125696530468870,2
1233797837856673794,1
1234014393320394752,2
1233391443508649987,2
1230869803679834113,2
1026830342278270977,2
1118558184686477313,1
1233404003083595777,2
1222476622076370950,2
1232665256398217216,2
1233757370683199489,2
1229739482892599299,1
1225143450397331456,2
1234028908892315648,2
1232936925884895232,2
1185896030551904256,1
1229720100296544256,1
925647572013862912,2
1232944762057056256,1
1204352798067965952,2
1232606241341440000,1
1225507714597609472,2
1146395197737242627,2
1232601207237156864,2
1233830308048302080,2
1232245110051627014,2
1118079145907564544,2
1087265832357584896,2
1231829875067170817,2
1233639926081581058,2
1202556852917227526,1
1232599459130855424,2
1232125697641963520,2
1229009417820991489,2
1231868884791234561,2
1230839603239804928,1
1230855076098408449,2
423191645954514944,2
1231036650622316544,2
903860123868782592,2
1225656830627500032,2
912209469538492416,1
1231896567709421569,1
1230873821176942593,2
1232964858380988416,2
1233281944370196481,1
683999809473277952,1
1230100985990852609,1
1232665377693478915,2
1231642389577494528,2
1232330681092648962,1
1231959904774230018,1
1230043102854950913,1
673789629913571328,1
1233292770380435466,2
628857279249580032,1
1225406871898664961,1
1226021096769478656,2
1233069677926064133,2
1007515572035309568,2
926024707551518721,2
1184757411355250688,1
921273771331407872,2
1233036493805039616,2
1233627610443341826,2
1232349678915600384,1
1232665384513417216,1
692360594960293889,1
1232214543234949120,2
1223247447905845249,1
1232988429790695424,2
1178553822630809600,1
1232375346655195136,2
1233391381357498368,2
1226736940445138945,2
1232954791556415488,1
1223188560104189953,2
911141539312816128,1
1220675689780826112,2
1229399362175848450,2
1224963633697837056,1
1229729791353511939,1
1114581047394496514,2
1229409513368965120,1
1232552256500711424,2
1232620436673966080,2
1233030160921661440,2
666201264523464704,2
1224317629491363841,2
1223894462734069760,2
1120386888936886272,2
910849080657633280,1
1233676455592235008,1
1233785644012326914,2
667629131564232704,1
1226857486721773569,2
1231181859196952577,1
1227945246778155010,1
1230053169247510530,1
1230824721278783488,2
1233428824588722176,1
1229762512234696704,2
1232261246067597313,2
1232338233595482112,2
1228334905039474688,2
1224322504300343298,1
1233000852635283456,2
1230790146401787905,2
1230468525489303552,1
959521820218183681,2
1228577316256677888,2
1232297955446661120,2
1221788383346876419,1
1223560633972477954,2
1232678483307819014,1
1086579913413591040,2
1233775444576497664,2
1224715246021103618,1
922802145497374720,2
1234173732534530048,2
1232365655388647424,2
1208762958546903040,1
1233867295664926720,2
1234025972241797120,2
669809695234916352,2
1233298469110059008,2
1117831240730775553,2
1231461829953540096,2
1224229415850086400,1
1233816715290644481,1
1234033906749337601,2
1182526778797113345,1
1230829536805314560,1
1229390303850745856,1
1232785433718771712,2
1230920632881123329,2
1118481005566779393,2
1087294317704761345,2
896013469975236608,1
959426190636474368,2
1225765162067456000,2
1231553089154449415,1
1233367999983341571,1
1233064267785658369,1
1220408298555551752,1
1230438454313406464,1
935800754685784065,1
1221756188376936449,2
1226469940422696961,2
959519305326039044,2
1231870141916426240,1
1155567839983656960,1
1230060642125729792,1
1231595837140152320,2
1227941879804678144,2
1231863088770469888,2
1232951013943980032,1
1230433357055610880,2
1233396109927735296,1
905747101992267776,2
1231973315868315649,2
1222027533773766656,2
1230197878456496128,1
1225411203326857216,2
1229044399557898243,2
1230794873508331522,1
931509808448069632,1
1232551506873851904,2
1209797581796188160,1
1233734591510466560,1
1226151710105620480,2
1229692504003530752,1
895221208123363328,2
1230434556701896705,1
1234060577841922053,2
1230715906612875265,1
1232334954048081920,2
927441428933902336,2
1233143788274507776,2
672401654273196032,1
1007518091352461313,2
1232218562611175425,2
1232376072286679043,2
628575875714433025,2
940938430103638018,2
1229499001579417602,2
910780740283113472,2
1232294059063967746,2
1232252662927720449,2
1222866478480924672,1
1231818548810539008,2
1227142728087007232,1
1229359853413556225,1
1232545841673625601,2
1222762884125454336,2
1230790149551714305,1
1232280802425278466,2
1228321763634876417,2
1232016409221386242,2
1233097982070779904,2
1233411721223688192,2
1229346644409245697,2
1233485791114006531,2
918860478679359488,1
1232299213733711872,2
1233027774077640705,2
1229363504949235713,2
1230054429119909890,1
1231860150153236485,2
1231969543943159809,2
1231820052397273088,2
1234132567374417924,2
1226171843461046275,1
1232698847349993472,1
1232009438027902976,2
1229780125681700866,1
912620765715030016,1
1225679605333286912,2
1224691715597987841,2
1186709047598149632,2
1233040981227790336,2
1231190407918292992,2
1233384031414341632,2
1230576361934188545,1
907245007320608768,2
1233823004246720512,2
1233299562909048832,1
1226835887629250562,1
1229329826298945536,2
1234052999368052736,2
1222523362955743233,1
1222414842163654657,1
1223190484975222786,1
1234087512160649216,2
1231472673861050368,2
1223526974959898625,2
1227642775358889985,1
1230108660900093952,2
1225650163907063808,1
1232257696369463297,1
1233338639553351680,1
1226093699974615040,2
1188399110820368384,2
1226416957496250368,1
905762803902009345,2
1233407434053619712,2
928952987187281924,2
679301124285964288,1
1232333455515684865,2
1222451920935231490,2
1232318914412957697,2
1118215028795219968,2
1225283362169835520,2
1229482024429400064,1
1233355342278483968,1
1226844906334736384,2
1232610016407977986,1
1232277726859595781,1
1229655233619484678,2
1224774712162766850,1
1223165027219230720,1
1231838681239052289,2
1118499945684832256,2
1233350864183726081,1
1232682118720802817,2
920576222324813824,2
1230125144581922818,2
1225321562926198784,1
1232649091143864320,2
1207939604348915712,2
1230431917578817537,1
1233658842745131008,2
1225384991212830721,1
1222122785503240192,2
1230512449515905027,1
1226817612832591873,2
1087266750729801728,2
1233715211317776385,1
1233036582686543872,1
1225640454638600193,1
912297456041328640,2
1230834693257302018,1
1228632560969842688,2
1222110801437302784,1
900316615685922816,2
1208331981437775872,2
1118844186906722305,1
1232578558666715136,1
1233397704606322691,2
1231895001451442181,1
1229082144430944256,2
1231536692286259201,2
1232754972049043456,2
936252388532506624,2
1232213656114429954,1
911156850434957312,2
677806120283586560,1
1230045547630858240,1
1186311272138203137,1
1234009803934044160,1
1232613798537814016,2
1232174390701215744,1
1229037731667496962,2
1205041986274766849,2
1233767304606945285,2
1234113335823601664,2
1233361220603957248,2
1228344084219252736,1
1229270257258442753,2
668768412588490752,1
700270782195302400,1
681421949961121792,2
1118819412101013504,1
1225331309548994560,2
1185174540965548033,2
1233758466424156163,1
1229114354269704197,2
904630230886883328,1
903161545374519296,2
1231173802278580226,2
1225351313552109568,1
1222174151449903106,2
1232243606968127488,2
920175410746396672,1
1118527410755051520,1
1232404594849918977,2
922728643079606274,1
959446321991180294,2
1232914521519480833,1
1233311388711321600,2
1118042666904825856,1
1232666645602107393,1
1224315487875526657,2
1225380681364254727,1
1229840260143575042,1
1231828615978983425,1
1219931542497132544,1
1232603720980090881,2
1233809160850092033,2
1224208660416434179,2
900989226996690944,2
1232290425647448065,2
1222142039904514051,1
1233069584321781761,2
1224941483469357056,2
1233703723454619649,1
996694765801533440,1
1230538878454566913,1
1233380095240409089,2
1223966817778950144,2
1232952499167993856,2
1234152678030282753,2
895944754168561664,1
1223337291050913792,2
628834548411985920,2
1225718625090170881,2
1230351381682413573,1
1202911361728155653,1
1208098803770937354,2
959471490470154241,2
1222469084018872321,1
1229369416569110528,2
909118474408153088,2
908334751148322816,2
1233091435227795457,2
1180137457825787904,1
1230963665215508480,1
931518578037346304,2
1229764082460483584,1
1228248504679780353,2
893098030148333569,1
923524587429748736,2
1227520582700408832,2
902431040454701056,1
628575420267556865,1
1234174556337778689,2
1229354189676937218,2
1232969406973710338,1
1233065897205452800,2
1230123639405793287,1
1228394238594834438,2
690090054694354945,2
679582990293413888,2
1231858818226819073,2
677411069330137088,1
892784343210504197,2
1233756503322058754,1
1229760622927040512,2
689454589788028928,1
1118027561299251201,2
895919090568704000,2
932908484747825152,1
1231958978726432772,2
1230455173534953473,2
1227546169427013633,1
932629395382194177,1
904686737598894080,2
1179738017398972416,1
1227979253544714240,1
1226955001211211776,2
1230426883537489921,1
1227861978602864640,2
895237729587531776,2
1229321256421527554,2
1226777581187289089,2
1231891964360056832,2
1232537158516277248,2
1222026023270641664,2
1232249014885601281,2
894990372912467968,2
900713656010387456,2
1224304703531552775,2
687276483191160833,1
1209461836418080769,1
1229421511947300864,2
1228364293629833216,2
1227654402753941504,1
1232981972437196801,2
933658463078580225,1
901374617520091136,2
1229692038670671872,1
1232732077147078658,2
1230452051005575168,2
1117997371030417409,1
1139394936665546752,2
994550496567283712,1
1228925115947044865,2
930780118477307904,2
1175016956828798982,1
932950959608815616,2
1146395083299860480,1
1233260466690052097,2
1225459904745312256,2
1230091959290781698,1
667282473529708544,1
1223883639559114752,2
1224224519214075904,1
1226395061568409602,1
1233281354894368768,2
1230145525585809410,2
1223227321756184576,1
1233323465643569153,2
1225725899787489280,2
940575648770347008,2
1228588515505704960,2
1101039177473421313,1
1218172818145366016,2
1224293964859052032,1
1232762645863813120,2
916205961311936512,1
1230122380929925120,2
1232705182636691457,2
1010784328840826886,2
1233348548323938304,2
1233343225743564801,2
669089704495681536,1
668797892375781376,2
924934048702763008,2
1228541331405803520,1
1233713660939272192,2
1233069649723523074,2
1226037201575661571,2
1139550512053915649,1
1229721856296439808,1
1232851853387284482,2
1227137027780595713,1
1228210529212125193,2
1229674425404022784,1
1232625617687871489,2
1229389410145374208,1
1230840861312913409,2
1233840753123692546,2
1185149125790175232,1
1228045433806577664,1
1230360188009336832,2
1222204323502813184,2
1229746145309622272,2
1118514324144889859,2
1232232529870151680,2
1225520176436842496,1
1229346009907638274,1
928214956205662209,1
1230082864516984832,2
1115432653270859777,2
1204085262235635712,1
1220644374876434432,2
1232338354408083456,2
1231234708635312129,2
679624092711018496,2
1232297923112730632,2
1233401747453857792,2
895990017176121344,2
1233680819018969088,2
1230784236480860166,2
918755522681229312,2
1230764478905511942,2
1230107277098733569,2
900340013392683008,1
1155567720018186241,2
1233302624063102977,2
1228287026824237058,2
1234053271586824193,2
1234129440029974529,1
1230441776407859200,2
674602518501040128,1
1230780463758876672,2
1227519980062703616,1
1118786042193223681,1
1233618538616610816,1
1209478193696120833,1
1232621337472126976,2
905747904203296768,2
1227214961849466882,1
1224325953700220928,2
1118515676312932352,2
1234010092284018688,2
1232394719075766272,2
1230502382540394496,2
1231165876998569984,2
931466880304472064,2
1233381354609483776,1
1234079139587657735,2
932601568855252992,2
896449334140653568,1
1229669389798125568,1
1233141262905069568,2
1231630146635026434,1
1230750262123302914,2
1233313826881310724,1
1230806889178509312,1
1233644165143068677,1
928621184975101953,2
913032455581585408,1
1234094795171205120,2
1218285264231190528,2
1232974928275820544,1
1233453070073368576,2
1233774703120023554,1
690558574599233536,1
1220370446987726848,1
1228704285086638081,2
1224730931212300289,1
1231290801906503680,2
1222421629856149504,2
1225783414290341890,1
1225134630736523265,2
676405389945081856,1
1139231162373758977,2
912938238620389376,2
933707370630385664,1
1232676876390367232,2
1226722010513969153,2
1231443578456551424,2
915211494144577536,2
1233789037346836482,2
916185020389298176,2
1234079700739350528,1
1230816071596171264,2
1230466139383222277,2
1184518542814789633,1
1233688120727465987,2
1233287897232691202,2
1232231273860681731,1
1229284350606311429,2
1233396361611161601,2
928211476069978112,1
1232674406985535489,1
1229301966418911232,2
1229055349547831297,2
1232934509907193862,2
1198914204444565504,2
1230857224672751618,2
923471665710927872,2
1222585080071110656,2
1234137210980425728,2
1229633654483120129,2
1233411726453989382,2
1223500496641523712,2
907530098684854273,2
1227643667147444224,2
1233757672320704514,2
1226212236256890880,2
1230440479176527872,2
689744239383678977,1
1232641470852583424,2
1220032756979322885,1
1233130700020142080,2
1233438168772489216,2
672474440429604865,2
1225757863265460224,1
1231819619402420224,1
1230404982098186241,2
1010784298352463872,2
1230818560123035648,1
1222846057156988929,2
993825051412611072,2
1232620333519101952,1
1224649187226083328,2
1231143095762214913,1
1227095678993620993,1
1222535873767641095,1
1120368024387772416,2
1232645374453501953,2
1180393174013022209,1
1233067260887080962,2
1231262513632727040,2
1231595029556342785,1
1232281732621066240,1
902496718775885824,2
895605252660936704,2
1230138736937230336,2
1233283200660725760,1
1232769188051075072,2
896267374827110402,2
1233313822376636419,2
674149498436902912,1
1224310576525873154,2
1229767541066813440,1
1223551199745433600,2
1232356722032820224,2
907495880646959104,2
1233095361486577665,2
1230116090493231105,2
1231885288064065537,2
1202551301248344064,2
898111510236540928,1
1231984653948641281,2
1233733797864067073,2
1232959823463034882,1
677472719982755840,1
897022237093617666,2
1228369343307755523,1
1224238352804614145,1
1230051413692043266,2
1222207974900301829,2
1233981929684291584,2
1233409197125054465,2
1229854107193602048,2
1233739372618534912,1
1225079523336581121,2
1120409777958477824,2
1209130201059414016,1
1232977605176983554,2
934328278659358720,2
1224395266351976454,2
1231926781625720838,2
1229445421438832642,1
1232344513051492352,2
1226087828230148096,2
1233022863772278785,2
1231565254645010437,2
1231650571221970944,2
1224736998705061888,1
1233014095894470657,2
893463879602327553,1
935811838792683520,2
1221783401059045378,2
1232030192865906689,1
1232609643383255045,2
1223974486858326017,2
1225744152882663424,2
1233718697149157376,1
1230014788098375680,2
1231993981170483200,1
1232309662998941696,2
1231914183366782982,1
1185155324568842241,1
1226191596871245824,2
959456388111130625,2
1232767131617501184,2
895599921549541376,1
1232357096676581384,2
669177755041419268,1
959516788550758403,2
1217397798523559936,2
923077174940393472,2
1228596067052195840,1
1227521870204788738,1
1233428157929283587,2
1220016888241119236,2
1232977816892739584,2
1225399884485783553,2
1203252544652349440,2
1139524708817412096,2
1232319357075759104,2
1233271872999088128,1
1230819469821390853,1
1224985027198324736,1
1232618826849816577,1
1232356340699238400,2
1232913264163639297,2
1232308368741629952,1
694436661787238400,1
1231908153459122176,1
1233368175816986626,1
1232599443796443137,2
1189462567095357440,1
1232387039540023296,2
1227537415088300032,1
1233430300530630657,2
1225644489907134465,2
924928576394317824,2
1227874184962830336,2
993717139583520769,2
901008012223107073,2
1230443552775311360,2
1203305029517684737,1
1233667498438012928,2
1233705989704241152,2
1219201653942947840,2
1232747296703447040,2
914846750619455493,2
1227893796228210688,2
959468974311464960,1
1232620305744584704,1
942422302578348032,1
900607513325953024,1
1209519821295144966,1
902074834875711488,2
1233459357083406336,2
674241930969161728,1
914753971671138304,2
928642403631796224,2
1232539548896366592,2
1232664126431932417,1
1222256799518089216,2
920931001051811841,1
1221773408406593537,1
1233385287532924929,2
1233379343029567494,2
1232720746482286592,1
1227549164935892993,1
1229700849137569793,2
1229280705982562305,2
920281725896413184,2
1233106973715025920,2
1234002568709206016,2
926017705282547712,2
1222459048534122499,1
1227836942080806912,1
900009770463051777,1
1233019340338761728,2
1232662108371742720,2
1228375613653823492,1
1229304484645556225,2
1232243608494821377,2
690145282101739520,2
1223156351435558912,1
1232221203257057280,1
907853269023772674,1
1222159529497919488,2
1228279497562062849,1
897024058428198912,2
1229753697804132354,2
1233666978897944577,1
1187263416588820480,2
1229080641162989568,2
1231960148920479745,2
1228939953570115584,2
1227211443264602112,2
1233315755250331648,1
1219548483130138624,2
1232958802439393280,2
899890937870118912,2
1118489384943329280,2
922029652176261120,2
1222833091607031808,1
1017954400030126080,2
1146394537536958464,1
1234072143236870146,1
1233453772782870528,2
905422329085349889,2
1233011076276592642,1
1232413852165271552,2
1223609203526270976,2
1232895526913265664,2
1223925166477955076,2
1230070788994236417,1
1234150161636524032,2
1189555411713712128,1
1229419992413655040,2
1233450473249812480,2
1228283505240469504,2
893077678521241600,1
1231970810652393475,1
1233399390146093056,1
1232238822605361154,2
1010783308161212416,2
1118084204351434755,2
895926992922697728,2
1010783441846235141,2
1223110801432563712,2
1232611539586179072,2
1233489879742504960,2
923875005670285313,2
1233380004504985600,2
1118485144493543426,2
1232617441206898690,1
1222083909875200002,2
1231987158858248193,2
1228551117023387648,1
1222518019412373506,2
1230075691929964546,1
1234035656172736512,1
1230419332246769664,2
1203609779819745281,1
1234028109193719809,2
1230077080127315968,1
1230802958885040128,2
1230416061062762496,2
1232001000925466625,1
1228405436560183296,2
1225387549574615040,2
1233030668738674688,2
1120712592375332868,2
1222107518299713538,2
912662045169995776,1
1234101094130835457,2
1232604474331385856,2
1232585861100789760,1
1227081208510570497,2
1232928965112758273,2
1229362369857544192,1
1231194057646280704,2
1233342758519218176,2
1230416058026090496,2
677831262925692932,2
1233399385217798146,2
1230750020082683905,2
1228381530776424450,1
1233734922948489216,1
797883062818316291,2
1224995589080748035,2
903604200671780864,2
1230443242803597314,1
894489023846264832,2
1232587492148359170,2
1183733200499163142,2
941264635361157120,2
1184373455564750850,1
1090938497064726529,2
1229721198424133632,2
1233375054844612608,2
1230824753247793152,2
1229782005442695168,1
927441961354694656,2
1222487233074286593,1
1181597677689217024,1
1224018399501504513,2
927432325897453568,2
679304470413582336,2
1232677970176888832,1
1144074595701612549,1
1233346120937590784,1
1229406412977115136,2
1184180659230826498,2
915579104191291392,1
1232615047978983424,1
1222510557875593218,1
934069649276329984,2
941287889874407425,1
1233325493622935553,2
1232984647073718272,2
1227663019112648719,1
1232674192983760896,2
1231882726988488704,1
1233634009860558849,2
1118751103754153985,1
1230782721636458501,2
1225799136659693569,2
1228710444694589441,2
1189561370850873345,1
1225878659833090048,2
1233042619212562433,2
1229287624457633793,2
689015208103276544,1
1222786325834862592,2
1142443105926488064,1
1121738053150810114,2
1226047535220846592,1
939838376080965633,2
915170057826832384,1
1233076839297560578,2
930785037255086080,2
1227825866169708545,2
1231931506710413318,2
905783530541735937,2
1233399394772357123,2
926423044058427397,1
1230936997931315200,2
1227145005564739585,1
894487061092237312,2
1230904157063675904,2
1229758734085361665,1
1232216550049861632,2
1231106611873083392,1
901059823097315328,2
933294310145122304,2
1229491218469380096,2
1231501213641801735,1
1229375202611515393,2
1225816701968814080,1
892319587517288449,2
1228055085579722762,2
923437348930678784,1
683973404106616832,1
1230050651847233538,1
1118598309931827200,2
1222554690761654273,2
1231911287291908097,2
1228285146035449862,1
1227189547240280065,2
666567150648299520,1
1233802869159157761,1
1233711777017294849,1
899587480520978432,2
674871342089547776,2
1226736558050549760,2
1233680975869235200,2
1230408765733625859,2
1233780232349458433,2
1232675182931795969,2
1232208619795554306,2
1232930176348180480,2
1228967510868783105,2
1087299896087060480,2
922712521643036674,2
1178970558324711424,2
1223257132562149377,1
1234148527682441219,1
1232953400389558273,1
1232749180352811008,2
1231243670676025344,1
905765928616546305,2
1230931210429321216,1
1227820961153437698,2
689818718751346688,2
1233286976725487616,1
1227842350241574914,2
1229487691336564737,2
899910127943397376,2
834309918056468480,1
1234065858047152128,2
1224620496471261186,1
1231449382278418433,2
959514272828215296,2
1227529832923357185,1
932608041173831680,1
1232299782682619904,2
1090938547970945024,1
1233081500855230466,2
1233771425909104640,1
1233823005182087168,2
1232270550103396352,1
687287971222024192,1
1234094932786180096,2
1232611536591446016,2
1226822635301920768,2
926457864675299330,1
1223477714218151936,2
1232597436218191873,2
1211695814210392065,2
1229391313646342145,1
1232610643875782656,2
900266743771385856,1
919847415292858370,1
1184510132132208643,2
1232319328097308672,2
1232299826932592641,2
1225318469861687298,2
1233384535028588546,2
1223123380414496770,2
1223583788891955204,2
1230811147382796288,1
1233328028605919234,2
1230175230167076864,2
1118902071594487809,1
1232994719208214528,1
1225301373266227201,2
1224608412786249729,2
1084764281881669632,2
1184042593484791808,2
1231316486393749505,2
1222219932366036992,1
1231852396357111808,2
1222064526205448192,2
923552670257991681,2
1232619108233031681,2
1222453471560921088,2
1225688411014451202,2
1209810857640841217,1
1232993308185481216,2
1229739860329738241,2
1233441661415567360,1
1224420304329437184,2
1231900847015124992,1
1231888915252023296,2
1232353332192215040,2
1230070408289734659,1
1225504198399229958,2
1227238881205972992,2
1233766762769838082,1
1230382838027104256,2
904603279929298945,1
1233689628215062529,2
1232732318160293888,2
1226105890492817409,2
1225004308774690816,2
1232182194329788417,1
1232732446526849025,2
1228298230036746240,2
676370322334097408,2
894857579830104064,2
1232587944378208256,1
1224250274275123200,1
1230181521421733888,2
1222953954771980288,2
1233786268162523136,1
1228362034716254208,2
1232614420188057601,2
1224238358680883200,2
1223159751325839360,2
